	FoldChange	Stdv	symbol	entrezIDs	mgiID	
10549647	215.881626	65.57098644	Ncr1	17086	MGI:1336212	
10548504	196.8071205	109.4320805	Klra8	16639	MGI:102968	
10548525	172.9664699	88.19825565	Klra10	16628	MGI:1321093	
10548513	162.6693471	81.69327835	Klra9	16640	MGI:1321153	
10548307	141.0633185	87.4688134	Klrb1c	17059	MGI:107538	
10548409	120.8494499	73.47141654	Klrc1	16641	MGI:1336161	
10608638	96.41695534	50.99619297	NA	NA	NA	"hits on Krla- 4,13ps,1"
10548422	94.99239529	34.51067784	Klri2	320407	MGI:2443965	
10548401	86.71706208	43.91730299	Klrc2	16642	MGI:1336162	
10548396	82.4485275	30.69991105	Klrc3	58179	MGI:1929720	
10548345	77.95091641	30.90804474	Klrk1	27007	MGI:1196250	
10548532	77.56346767	32.34471522	Klra9	16640	MGI:1321153	
10608686	69.05113955	44.75678232	NA	NA	NA	
10548511	66.08158124	30.31024754	Klra11	667769	MGI:1321092	
10345824	64.77003334	29.88436603	Il18rap	16174	MGI:1338888	
10547590	51.07541654	16.15743352	Klrg1	50928	MGI:1355294		
10548314	50.96276195	17.9735575	Klrb1b	80782	MGI:107539		
10548535	46.84230031	22.01270557	Klra3	16634	MGI:101905		
10542140	46.52691657	17.61626824	Klrb1f	232408	MGI:2442965		
10608652	38.60118098	15.3438322	NA	NA	NA	"hits on Klra- 5, 4, 9"	
10589994	34.50280902	19.00833546	Eomes	13813	MGI:1201683		
10362275	32.66774297	13.02361295	Samd3	268288	MGI:2685469		
10608659	32.33228938	11.87213572	NA	NA	NA	Samd3	
10557862	31.69043428	18.36528638	Itgam	16409	MGI:96607		
10542205	30.73926528	9.884925293	Klre1	243655	MGI:2662547		
10545135	30.39682485	20.09150565	Il12rb2	16162	MGI:1270861		
10345807	28.01316663	14.21907697	Il18r1	16182	MGI:105383		critical to NK
10548497	27.46899322	16.64241183	Klra6	16637	MGI:101902		
10557895	26.83769012	14.977071	Itgax	16411	MGI:96609		
10598013	25.21009031	12.92703299	Ccr5	12774	MGI:107182		
10412267	25.17733018	8.026840759	Itga2	16398	MGI:96600		
10363475	25.00104602	15.99407927	Prf1	18646	MGI:97551		
10590631	23.97026948	9.570746785	Ccr2	12772	MGI:106185		
10345077	23.62307672	7.999262761	Khdc1a	368204	MGI:2676610		
10607738	22.53600607	8.261967422	Car5b	56078	MGI:1926249		way up in mcmv infected NK
10404429	21.83291192	13.74829606	Serpinb9	20723	MGI:106603		
10369431	21.72224933	3.41128911	Adamts14	237360	MGI:2179942		
10499378	20.58005397	13.71262309	Sema4a	20351	MGI:107560		
10390328	19.45638914	13.0454027	Tbx21	57765	MGI:1888984		
10429580	19.44506368	11.33913337	I830127L07Rik	546643	MGI:3612406	expressed in monocytes	
10548455	19.17030534	6.268106524	Klra1	16627	MGI:101907		
10381474	18.19440381	8.347939746	Arl4d	80981	MGI:1933155		
10548573	15.04335481	4.896904446	Styk1	243659	MGI:2141396		
10409876	14.5381244	7.959454139	Ctla2a	13024	MGI:88554		
10469936	14.47972576	8.289450579	Nrarp	67122	MGI:1914372		
10359689	13.32151644	9.726949144	Atp1b1	11931	MGI:88108		
10591494	13.19291423	5.972604943	S1pr5	94226	MGI:2150641		
10404439	12.24195046	2.366554724	Serpinb9b	20706	MGI:894668
10406663	11.65830853	4.64376488	Arsb	11881	MGI:88075
10353450	11.01397069	6.717050221	Gm4956	241041	MGI:3647976
10407072	9.751091694	3.801723678	Elovl7	74559	MGI:1921809
10406672	9.320678251	3.252842391	Arsb	11881	MGI:88075
10420225	8.719788045	2.840022663	Cma1	17228	MGI:96941
10552412	8.652499487	4.994125784	Cldnd2	74276	MGI:1921526
10532711	8.237943997	2.483427101	Cmklr1	14747	MGI:109603
10399478	8.181328681	5.074645537	Lpin1	14245	MGI:1891340
10345079	8.153129667	2.923116587	Khdc1a	368204	MGI:2676610
10367734	7.970081534	3.384623858	Ust	338362	MGI:2442406
10566767	7.73761504	3.009803007	St5	76954	MGI:108517
10358717	7.623208782	4.438286565	1700025G04Rik	69399	MGI:1916649
10430660	6.888503594	2.549035649	Pdgfb	18591	MGI:97528
10468239	6.662808103	2.446085294	Cyp17a1	13074	MGI:88586
10538640	6.66266668	2.330621931	Abcg2	26357	MGI:1347061
10351507	6.553635085	1.68326239	Gm10522	100038407	MGI:3642357
10597743	6.41619419	2.197205228	Cx3cr1	13051	MGI:1333815
10379708	6.313812552	2.086903419	NA	NA	NA
10361234	6.249084411	3.45202061	Hsd11b1	15483	MGI:103562
10487392	6.168920608	1.446238269	Kcnip3	56461	MGI:1929258
10428376	6.145844711	2.33587229	Angpt1	11600	MGI:108448
10557591	6.145163594	7.048526377	Itgal	16408	MGI:96606
10388310	6.054611727	1.792033717	Rap1gap2	380711	MGI:3028623
10519951	6.042190545	1.946236312	Pion	212167	MGI:2442259
10541482	5.875456056	2.301133934	Nhp2l1	20826	MGI:893586
10409866	5.841995337	2.655716099	Ctla2b	13025	MGI:88555
10463704	5.688189795	2.562356442	As3mt	57344	MGI:1929882
10496872	5.602137414	1.211760376	Eltd1	170757	MGI:2655562
10545014	5.281544418	2.88749372	Vopp1	232023	MGI:2141658
10503334	5.204199142	2.380941329	Gem	14579	MGI:99844
10359816	5.091056344	1.171523394	Pogk	71592	MGI:1918842
10422013	4.957631001	2.470590416	Klf12	16597	MGI:1333796
10358713	4.89272996	1.992065771	1700025G04Rik	69399	MGI:1916649
10587818	4.871930931	1.502701664	Plscr4	235527	MGI:2143267
10510129	4.864430695	2.163174254	Dhrs3	20148	MGI:1315215
10538802	4.850790364	1.169563692	A930038C07Rik	68169	MGI:1915419
10586390	4.823769305	1.643155725	Rasl12	70784	MGI:1918034
10406736	4.574259635	1.317386881	F2rl2	14064	MGI:1298208
10593856	4.559932276	2.251270154	C230081A13Rik	244895	MGI:2442366
10549102	4.475814723	1.402726334	Kcnj8	16523	MGI:1100508
10595840	4.460224402	1.588264435	Acpl2	235534	MGI:2442444
10364262	4.250464148	2.089139785	Itgb2	16414	MGI:96611
10440099	4.237325029	1.803868468	St3gal6	54613	MGI:1888707
10407262	4.16703105	1.115099371	Cdc20b	238896	MGI:3644472
10501074	4.134108346	1.344856731	Cym	229697	MGI:2684977
10605357	4.106794892	1.636144342	Gab3	210710	MGI:2387324
10505187	3.992459619	1.075892164	Ugcg	22234	MGI:1332243
10417065	3.942535523	1.286303276	Rap2a	76108	MGI:97855
10592084	3.849787689	2.054899276	St3gal4	20443	MGI:1316743
10392183	3.801171391	1.709238753	Ern1	78943	MGI:1930134
10345083	3.512952334	1.106261806	Khdc1b	98582	MGI:2138477
10502823	3.477234743	1.671119188	Dnajb4	67035	MGI:1914285
10470529	3.418974013	0.783984783	Olfm1	56177	MGI:1860437
10576218	3.379479956	1.087426571	Cpne7	102278	MGI:2142747
10446351	3.343055343	0.550679734	Fer	14158	MGI:105917
10380226	3.198010354	1.073018404	Cuedc1	103841	MGI:2144281
10571788	3.027179864	0.465361036	Vegfc	22341	MGI:109124
10463695	2.973487318	0.888523474	2010012O05Rik	66439	MGI:1913689
10348580	2.81725697	0.973587837	Klhl30	70788	MGI:1918038
10597377	2.813074181	0.414891524	Fbxl2	72179	MGI:1919429
10471677	2.769965251	0.554780543	Dab2ip	69601	MGI:1916851
10355152	2.470053777	0.493677442	Fzd5	14367	MGI:108571
10369132	2.382009975	0.373318882	Fam184a	75906	MGI:1923156
10585842	2.320928667	0.37263036	Nptn	20320	MGI:108077
10511739	2.292027722	0.388815442	Cpne3	70568	MGI:1917818
10589723	2.255872366	0.470731506	Lrrfip2	71268	MGI:1918518
10542555	2.102113934	0.305215956	NA	NA	NA
10564451	2.071895717	0.342668671	Mef2a	17258	MGI:99532
